CAD;D0000;B0007;D0002;D0003;D0100;D0101
1846;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51293;-379846
1847;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51497;-379964
1848;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51325;-379890
1849;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51449;-379901
1850;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51304;-379860
1851;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51385;-379847
1852;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51283;-379832
1853;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51393;-379906
1854;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51393;-379859
1855;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51437;-379865
1856;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51327;-379890
1857;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51293;-379846
1858;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51282;-379831
1859;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51393;-379932
1860;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51340;-379787
1861;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51362;-379817
1862;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51373;-379831
1863;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51362;-379817
1864;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51417;-379889
1865;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51352;-379803
1866;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51352;-379802
1867;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51415;-379887
1868;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51405;-379874
1869;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51405;-379874
1870;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51394;-379860
1871;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51512;-38.0118
1872;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51340;-379787
1873;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51543;-38.0158
1874;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51471;-38.0089
1875;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51384;-379847
1876;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51451;-38.0102
1877;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51583;-38.0031
1878;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2021;-51373;-379831
1879;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51447;-38.0107
1880;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51626;-38.0086
1881;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51601;-38.0056
1882;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51497;-38.0069
1883;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51592;-38.0134
1884;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51490;-38.0087
1885;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51567;-38.0009
1886;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51500;-38.0102
1887;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51516;-38.0126
1888;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51524;-38.0133
1889;CANAL DO PERIMETRO IRRIGADO FAPIJA;43;Sim;998/2020;-51574;-38.0080
1890;CANAL;43;Sim;998/2020;-51929;-38.0258
1891;CANAL;43;Sim;998/2020;-51928;-38.0259
1892;CANAL;43;Sim;998/2020;-51929;-38.0259
1893;CANAL;43;Sim;998/2020;-51910;-38.0345
1894;CANAL;43;Sim;998/2020;-51928;-38.0258
1895;CANAL;43;Sim;998/2020;-51910;-38.0345
1896;CANAL;43;Sim;998/2020;-51929;-38.0259
1897;CANAL;43;Sim;998/2020;-51928;-38.0259
1898;CANAL;43;Sim;998/2020;-51928;-38.0259
1899;CANAL;43;Sim;998/2020;-51910;-38.0346
1900;CANAL;43;Sim;998/2020;-51929;-38.0258
1901;CANAL;43;Sim;998/2020;-51929;-38.0259
1902;CANAL;43;Sim;998/2020;-51910;-38.0345
1903;CANAL;43;Sim;998/2020;-51964;-38.0396
1904;CANAL;43;Sim;998/2020;-51966;-38.0395
1905;CANAL;43;Sim;998/2020;-51910;-38.0344
1906;CANAL;43;Sim;998/2020;-51994;-38.0349
1907;CANAL;43;Sim;998/2020;-51910;-38.0345
1908;CANAL;43;Sim;998/2020;-51992;-38.0344
1909;CANAL;43;Sim;998/2020;-51992;-38.0343
1910;CANAL;43;Sim;998/2020;-52041;-38.0402
1911;CANAL;43;Sim;998/2020;-51999;-38.0360
1912;CANAL;43;Sim;998/2020;-52090;-38.0078
1913;CANAL;43;Sim;998/2020;-51964;-38.0396
1914;CANAL;43;Sim;998/2020;-52041;-38.0402
1915;CANAL;43;Sim;998/2020;-52090;-38.0078
1916;CANAL;43;Sim;998/2020;-52090;-38.0078
1917;CANAL;43;Sim;998/2020;-52128;-38.0230
1918;CANAL;43;Sim;998/2020;-51964;-38.0395
1919;CANAL;43;Sim;998/2020;-51893;-38.0001
1920;CANAL;43;Sim;998/2020;-52090;-38.0078
1921;CANAL;43;Sim;998/2020;-52040;-38.0401
1922;CANAL;43;Sim;998/2020;-52089;-38.0078
1923;CANAL;43;Sim;998/2020;-52089;-38.0078
1924;CANAL;43;Sim;998/2020;-52171;-38.0102
1925;CANAL;43;Sim;998/2020;-51702;-38.0130
1926;CANAL;43;Sim;998/2020;-51587;-38.0187
1927;CANAL;43;Sim;998/2020;-52179;-38.0371
1928;CANAL;43;Sim;998/2020;-52089;-38.0078
1929;CANAL;43;Sim;998/2020;-52089;-38.0078
1930;CANAL;43;Sim;998/2020;-51565;-38.0235
1931;CANAL;43;Sim;998/2020;-52307;-38.0207
1932;CANAL;43;Sim;998/2020;-51539;-379714
1933;CANAL;43;Sim;998/2020;-51539;-379713
1934;CANAL;43;Sim;998/2020;-52274;-38.0226
1935;CANAL;43;Sim;998/2020;-52060;-38.0343
1936;CANAL;43;Sim;998/2020;-51995;-38.0450
1937;CANAL;43;Sim;998/2020;-51539;-379714
1938;CANAL;43;Sim;998/2020;-51539;-379714
1939;CANAL;43;Sim;998/2020;-52194;-38.0337
1940;CANAL;43;Sim;998/2020;-51531;-379785
1941;CANAL;43;Sim;998/2020;-51531;-379785
1942;CANAL;43;Sim;998/2020;-51470;-379737
1943;CANAL;43;Sim;998/2020;-51531;-379786
1944;CANAL;43;Sim;998/2020;-51531;-379786
1945;CANAL;43;Sim;998/2020;-51532;-379786
1946;CANAL;43;Sim;998/2020;-51470;-379738
1947;CANAL;43;Sim;998/2020;-51532;-379786
1948;CANAL;43;Sim;998/2020;-51531;-379786
1949;CANAL;43;Sim;998/2020;-51531;-379786
1950;CANAL;43;Sim;998/2020;-51470;-379738
1951;CANAL;43;Sim;998/2020;-51471;-379739
1952;CANA;43;Sim;998/2020;-51470;-379737
1953;CANAL;43;Sim;998/2020;-51471;-379739
1954;CANAL;43;Sim;998/2020;-51524;-379873
1955;CANAL;43;Sim;998/2020;-51470;-379738
1956;CANAL;43;Sim;998/2020;-51523;-379873
1957;CANAL;43;Sim;998/2020;-51471;-379737
1958;CANAL;43;Sim;998/2020;-51524;-379874
1959;CANAL;43;Sim;998/2020;-51523;-379873
1960;CANAL;43;Sim;998/2020;-51524;-379873
1961;CANAL;43;Sim;998/2020;-51523;-379874
1962;CANAL;43;Sim;998/2020;-51701;-379850
1963;CANAL;43;Sim;998/2020;-51700;-379849
1964;CANAL;43;Sim;998/2020;-51456;-379811
1965;CANAL;43;Sim;998/2020;-51523;-379873
1966;CANAL;43;Sim;998/2020;-51456;-379810
1967;CANAL;43;Sim;998/2020;-51456;-379810
1968;CANAL;43;Sim;998/2020;-51457;-379811
1969;CANAL;43;Sim;998/2020;-51522;-379874
1970;CANAL;43;Sim;998/2020;-51457;-379809
1971;CANAL;43;Sim;998/2020;-51456;-379811
1972;CANAL;43;Sim;998/2020;-51457;-379810
1973;CANAL;43;Sim;998/2020;-51700;-379851
1974;CANAL;43;Sim;998/2020;-51456;-379810
1975;CANAL;43;Sim;998/2020;-51714;-379921
1976;CANAL;43;Sim;998/2020;-51699;-379849
1977;CANAL;43;Sim;998/2020;-51699;-379850
1978;CANAL;43;Sim;998/2020;-51699;-379849
1979;CANAL;43;Sim;998/2020;-51700;-379851
1980;CANAL;43;Sim;998/2020;-51700;-379851
1981;CANAL;43;Sim;998/2020;-51715;-379922
1982;CANAL;43;Sim;998/2020;-51641;-379895
1983;CANAL;43;Sim;998/2020;-51641;-379895
1984;CANAL;43;Sim;998/2020;-51829;-38.0217
1985;CANAL;43;Sim;998/2020;-51714;-379921
1986;CANAL;43;Sim;998/2020;-51714;-379921
1987;CANAL;43;Sim;998/2020;-51684;-379888
1988;CANAL;43;Sim;998/2020;-51838;-38.0276
1989;CANAL;43;Sim;998/2020;-51641;-379893
1990;CANAL;43;Sim;998/2020;-51643;-379894
1991;CANAL;43;Sim;998/2020;-51642;-379895
1992;CANAL;43;Sim;998/2020;-51643;-379894
1993;CANAL;43;Sim;998/2020;-51837;-38.0276
1994;CANAL;43;Sim;998/2020;-51642;-379894
1995;CANAL;43;Sim;998/2020;-51837;-38.0276
1996;CANAL;43;Sim;998/2020;-51836;-38.0275
1997;CANAL;43;Sim;998/2020;-51771;-38.0217
1998;CANAL;43;Sim;998/2020;-51837;-38.0276
1999;CANAL;43;Sim;998/2020;-51836;-38.0276
2000;CANAL;43;Sim;998/2020;-51771;-38.0217
2001;CANAL;43;Sim;998/2020;-51837;-38.0276
2002;CANAL;43;Sim;998/2020;-51772;-38.0216
2003;CANAL;43;Sim;998/2020;-51926;-38.0157
2004;CANAL;43;Sim;998/2020;-51926;-38.0157
2005;CANAL;43;Sim;998/2020;-51926;-38.0156
2006;CANAL;43;Sim;998/2020;-51772;-38.0216
2007;CANAL;43;Sim;998/2020;-51772;-38.0216
2008;CANAL;43;Sim;998/2020;-51926;-38.0156
2009;CANAL;43;Sim;998/2020;-51772;-38.0216
2010;CANAL;43;Sim;998/2020;-51771;-38.0216
2011;CANAL;43;Sim;998/2020;-51772;-38.0216
2012;CANAL;43;Sim;998/2020;-51926;-38.0156
2013;CANAL;43;Sim;998/2020;-51846;-38.0170
2014;CANAL;43;Sim;998/2020;-51847;-38.0170
2015;CANAL;43;Sim;998/2020;-51846;-38.0170
2016;CANAL;43;Sim;998/2020;-51926;-38.0157
2017;CANAL;43;Sim;998/2020;-51926;-38.0156
2018;CANAL;43;Sim;998/2020;-51846;-38.0169
2019;CANAL;43;Sim;998/2020;-51926;-38.0157
2020;CANAL;43;Sim;998/2020;-51847;-38.0170
2021;CANAL;43;Sim;998/2020;-51847;-38.0170
2022;POÇO;40;Sim;01153/20;-47770;-372870
2023;poço;40;Sim;100762/2022;-47915;-372861
2024;Poço tubular;40;Sim;456/2016;-47926;-373328
2025;Poço tubular profundo;40;Sim;00103/02;-48145;-372810
2026;POÇO TUBULAR PROFUNDO;40;Sim;876/2015;-47814;-372853
2027;POÇO;40;Sim;01197/22;-47107;-373468
2028;POÇO;40;Sim;559;-47202;-373302
2029;POÇO;40;Sim;00379/19;-47093;-373601
2030;POÇO;40;Sim;103006/2022;-47089;-373643
2031;POÇO;40;Sim;00145/22;-46795;-373876
2032;POÇO;40;Sim;102572/2022;-46975;-374650
2033;AÇUDE;39;Sim;104713/2023;-44335;-378109
2034;POÇO;39;Sim;0276/17;-44469;-378056
2035;AÇUDE;39;Sim;;-44096;-378145
2036;POÇO;39;Sim;01287/22;-44367;-378278
2037;POÇO;39;Sim;104376/2023;-44356;-377982
2038;POÇO;44;Sim;;-47321;-379649
2039;LAGOA;44;Sim;01386/22;-47351;-379653
2040;POÇO;41;Sim;;-46883;-378231
2041;RIO JAGUARIBE;41;Sim;106;-46747;-378306
2042;RIO JAGUARIBE;41;;;-46752;-378200
2043;AÇUDE;41;Sim;00549/20;-46734;-378319
2044;LAGOA DO RIO PALHANO (ITAIÇABA);41;Sim;;-46789;-378315
2045;LAGOA DO RIO PALHANO (ITAIÇABA);41;;;-46780;-378306
2046;LAGOA DO RIO PALHANO (ITAIÇABA);41;Sim;01198/21;-46769;-378303
2047;POÇO;41;Sim;0044/21;-46844;-378230
2048;POÇO;41;Sim;105377/2023;-46922;-378136
2049;POÇO TUBULAR;41;Sim;01054/22;-46947;-378167
2050;RIO JAGUARIBE;41;Sim;00071/02;-46986;-378037
2051;POÇO;41;Sim;00841/20;-46914;-378144
2052;POÇO TUBULAR;41;Sim;103114/2022;-47119;-377998
2053;POÇO;41;Sim;428/2016;-46966;-378076
2054;POÇO TUBULAR;41;Sim;102731/2022;-47190;-377984
2055;POÇO;41;;;-46903;-378178
2056;RIO JAGUARIBE;41;Sim;277;-47151;-377994
2057;POÇO;41;Sim;101958/2022;-47075;-377973
2058;POÇO TUBULAR;41;Sim;105570/2023;-47331;-378069
2059;POÇO PROFUNDO;41;Sim;103891/2022;-47132;-378098
2060;LAGOA;41;Sim;103132/2022;-46963;-378165
2061;POÇO TUBULAR;41;Sim;;-47011;-378149
2062;POÇO TUBULAR;41;Sim;00175/21;-47152;-378093
2063;POÇO TUBULAR;41;Sim;102563/2022;-47004;-378318
2064;POÇO TUBULAR;41;Sim;00228/20;-47039;-378294
2065;BATERIA DE POÇOS;41;Sim;00982/18;-46751;-378247
2066;RIO JAGUARIBE;41;Sim;03185/01;-47364;-378067
2067;RIO JAGUARIBE;41;Sim;18;-46782;-378040
2068;RIO JAGUARIBE;41;Sim;;-47136;-377790
2069;POÇO TUBULAR;41;;;-47144;-377790
2070;RIO JAGUARIBE;41;Sim;00057/01;-46843;-377997
2071;POÇO PROFUNDO;41;Sim;00310/21;-47064;-377788
2072;RIO JAGUARIBE;41;Sim;;-47512;-377833
2073;POÇO TUBULAR;41;Sim;00730/20;-47080;-377783
2074;RIO JAGUARIBE;41;Sim;03012/01;-46839;-378004
2075;RIO JAGUARIBE;41;Sim;12;-47202;-377776
2076;RIO JAGUARIBE;41;Sim;00037/04;-46868;-377980
2077;POÇO TUBULAR;41;Sim;102498/2022;-47090;-377777
2078;RIO JAGUARIBE;41;Sim;481/2016;-47429;-377831
2079;RIO JAGUARIBE;41;Sim;078/2015;-47340;-377817
2080;RIO JAGUARIBE;41;Sim;00007/01;-47281;-377790
2081;RIO JAGUARIBE;41;Sim;105238/2023;-47437;-377832
2082;RIO JAGUARIBE;41;Sim;03232/01;-47441;-377832
2083;POÇO TUBULAR;41;Sim;01199/21;-47450;-377833
2084;RIO JAGUARIBE;41;Sim;03013/01;-44374;-377819
2085;RIO JAGUARIBE;41;Sim;03188/01;-47396;-377835
2086;RIO JAGUARIBE;41;Sim;;-47505;-377833
2087;CANAL DO TRABALHADOR;41;Sim;00067/03;-46528;-378147
2088;CANAL;46;Sim;104620/2023;-50098;-38.0799
2089;CANAL;46;Sim;104620/2023;-50030;-38.0805
2090;CANAL;46;Sim;104620/2023;-49948;-38.1064
2091;CANAL;46;Sim;104620/2023;-50125;-38.0894
2092;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49663;-38.0713
2093;CANAL;46;Sim;104620/2023;-50032;-38.0804
2094;CANAL;46;Sim;104620/2023;-49946;-38.0944
2095;CANAL;46;Sim;104620/2023;-49896;-38.0989
2096;CANAL;46;Sim;104620/2023;-49573;-38.0898
2097;CANAL;46;Sim;104620/2023;-49960;-38.0693
2098;CANAL;46;Sim;104620/2023;-50028;-38.0078
2099;CANAL;46;Sim;104620/2023;-49965;-38.0911
2100;CANAL;46;Sim;10620/2023;-49967;-38.1039
2101;CANAL;46;Sim;104620/2023;-49992;-38.0868
2102;CANAL;46;Sim;104620/2023;-50013;-38.0834
2103;CANAL;46;Sim;104620/2023;-50017;-38.0895
2104;CANAL;46;Sim;104620/2023;-49946;-38.1064
2105;CANAL;46;Sim;104620/2023;-49903;-38.1024
2106;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49728;-38.0697
2107;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49735;-38.0684
2108;CANAL;46;Sim;104+620/2023;-49931;-38.1004
2109;CANAL;46;Sim;104620/2023;-50021;-38.0889
2110;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49761;-38.0637
2111;CANAL;46;Sim;104620/2023;-49905;-38.1037
2112;CANAL;46;Sim;104620/2023;-49944;-38.0947
2113;CANAL;46;Sim;104620/2023;-49939;-38.0946
2114;CANAL;46;Sim;104620/2023;-49897;-38.0992
2115;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49744;-38.0669
2116;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49452;-38.0877
2117;CANAL DO PERIMETRO IRRIGADO DISTAR;46;;104620/2023;-49720;-38.0610
2118;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49645;-38.0641
2119;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49189;-38.0487
2120;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49626;-38.0688
2121;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49653;-38.0619
2122;CANAL DO PERIMETRO IRRIGADO DISTAR 104620/2023;46;Sim;104620/2023;-49519;-38.0727
2123;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49645;-38.0641
2124;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49678;-38.0581
2125;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49687;-38.0600
2126;PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49652;-38.0620
2127;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49318;-38.0402
2128;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49438;-38.0641
2129;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49167;-38.0455
2130;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49519;-38.0646
2131;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49332;-38.0397
2132;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49224;-38.0515
2133;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49345;-38.0606
2134;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49305;-38.0575
2135;CANAL;46;Sim;104620/2023;-49860;-38.0697
2136;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49515;-38.0861
2137;CANAL;46;Sim;104620/2023;-50009;-38.0714
2138;CANAL;46;Sim;104620/2023;-49971;-38.0692
2139;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49522;-38.0782
2140;CANAL;46;Sim;104620/2023;-49627;-38.0527
2141;CANAL;46;Sim;104620/2023;-49911;-38.0814
2142;CANAL;46;Sim;104620/2023;-49673;-38.0536
2143;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49466;-38.0888
2144;CANAL;46;Sim;104620/2023;-49921;-38.0745
2145;CANAL;46;Sim;104620/2023;-49910;-38.0712
2146;CANAL;46;Sim;104620/2023;-49894;-38.0865
2147;CANAL;46;Sim;104620/2023;-49918;-38.0784
2148;CANAL;46;Sim;104620/2023;-49613;-38.0537
2149;CANAL;46;Sim;104620/2023;-49975;-38.0694
2150;CANAL;46;Sim;104620/2023;-49911;-38.0814
2151;CANAL;46;Sim;104620/2023;-49916;-38.0776
2152;CANAL;46;Sim;104620/2023;-49595;-38.0548
2153;CANAL;46;Sim;104620/2023;-49909;-38.0724
2154;CANAL;46;Sim;104620/2023;-49582;-38.0555
2155;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49249;-38.0533
2156;CANAL;46;Sim;104620/2024;-49633;-38.0523
2157;CANAL;46;Sim;104620/2023;-49573;-38.0433
2158;CANAL;46;Sim;104620/2023;-49625;-38.0451
2159;CANAL;46;Sim;104620/2023;-49568;-38.0566
2160;CANAL;46;Sim;104620/2023;-49585;-38.0428
2161;CANAL;46;Sim;104620/2023;-49580;-38.0559
2162;CANAL;46;Sim;104620/2023;-49564;-38.0569
2163;CANAL;46;Sim;104620/2023;-49619;-38.0429
2164;CANAL;46;Sim;104620/2023;-49692;-38.0539
2165;CANAL;46;Sim;104620/2023;-49899;-38.0846
2166;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49409;-38.0606
2167;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49238;-38.0525
2168;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49358;-38.0616
2169;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49525;-38.0823
2170;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49494;-38.0883
2171;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49460;-38.0635
2172;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49521;-38.0754
2173;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49181;-38.0470
2174;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49444;-38.0868
2175;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49470;-38.0894
2176;CANAL;46;Sim;104620/2023;-49493;-38.0458
2177;CANAL;46;Sim;104620/2023;-49542;-38.0443
2178;CANAL;46;Sim;104620/2023;-49584;-38.0370
2179;CANAL;46;Sim;104620/2024;-49552;-38.0439
2180;CANAL;46;Sim;104620/2025;-49459;-38.0468
2181;CANAL;46;Sim;104620/2023;-49468;-38.0263
2182;CANAL;46;Sim;104620/2023;-49508;-38.0333
2183;CANAL;46;Sim;104620/2023;-49326;-38.0048
2184;CANAL;46;Sim;104620/2023;-49527;-38.0377
2185;CANAL;46;Sim;104620/2023;-49509;-38.0341
2186;CANAL;46;Sim;104620/2023;-49234;-379988
2187;CANAL;46;Sim;104620/2023;-49397;-38.0079
2188;CANAL;46;Sim;104620/2023;-49270;-38.0070
2189;CANAL;46;Sim;104620/2023;-49452;-38.0234
2190;CANAL;46;Sim;104620/2023;-49500;-38.0324
2191;CANAL;46;Sim;104620/2023;-49358;-38.0398
2192;CANAL;46;Sim;104620/2023;-49393;-38.0394
2193;CANAL;46;Sim;104620/2023;-49386;-38.0396
2194;CANAL;46;Sim;104620/2023;-49522;-38.0362
2195;CANAL;46;Sim;104620/2023;-49905;-38.0594
2196;CANAL;46;Sim;104620/2023;-49763;-38.0420
2197;CANAL;46;Sim;104620/2023;-49654;-38.0261
2198;CANAL;46;Sim;104620/2023;-49329;-38.0177
2199;CANAL;46;Sim;104620/2023;-49351;-38.0224
2200;CANAL;46;Sim;104620/2023;-49416;-38.0394
2201;CANAL;46;Sim;104620/2023;-49755;-38.0426
2202;CANAL;46;Sim;104620/2023;-49357;-38.0238
2203;CANAL;46;Sim;104620/2023;-49794;-38.0394
2204;CANAL;46;Sim;104620/2023;-49399;-38.0331
2205;CANAL;46;Sim;104620/2023;-49739;-38.0297
2206;CANAL;46;Sim;104620/2023;-49937;-38.0622
2207;CANAL;46;Sim;104620/2023;-49259;-38.0173
2208;CANAL;46;Sim;104620/2023;-49400;-38.0331
2209;CANAL;46;Sim;104620/2023;-49720;-38.0277
2210;CANAL;46;Sim;104620/2023;-49306;-38.0091
2211;CANAL;46;Sim;104620/2023;-49342;-38.0108
2212;CANAL;46;Sim;104620/2023;-49227;-38.0239
2213;CANAL;46;Sim;104620/2023;-49230;-38.0047
2214;CANAL;46;Sim;104620/2023;-49333;-38.0200
2215;CANAL;46;Sim;104620/2023;-49351;-38.0239
2216;CANAL;46;Sim;104620/2023;-49296;-38.0070
2217;CANAL;46;Sim;104620/2023;-49286;-38.0271
2218;CANAL;46;Sim;104620/2023;-49209;-38.0026
2219;CANAL;46;Sim;104620/2023;-49338;-38.0209
2220;CANAL;46;Sim;104620/2023;-49204;-38.0087
2221;CANAL;46;Sim;104620/2023;-49209;-38.0280
2222;CANL;46;Sim;104620/2023;-49236;-38.0051
2223;CANAL;46;Sim;104620/2023;-49414;-38.0346
2224;CANAL;46;Sim;104620/2023;-49218;-38.0264
2225;CANAL;46;Sim;104620/2023;-49287;-38.0276
2226;CANAL;46;Sim;104620/2023;-49281;-38.0288
2227;CANAL;46;Sim;104620/2023;-49918;-38.0787
2228;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-49549;-38.1019
2229;CANAL;46;Sim;104620/2023;-49265;-38.035
2230;CANAL;46;Sim;104620/2023;-49280;-38.0293
2231;CANAL;46;Sim;104620/2023;-49431;-38.0380
2232;CANAL;46;Sim;104620/2023;-49909;-38.0530
2233;CANAL;46;Sim;104620/2023;-49280;-38.0293
2234;CANAL;46;Sim;104620/2023;-50490;-38.1247
2235;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50064;-38.1231
2236;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2024;-50470;-38.1212
2237;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50481;-38.1366
2238;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50501;-38.1339
2239;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50335;-38.1096
2240;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50285;-38.1303
2241;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50199;-38.1266
2242;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50350;-38.1336
2243;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50436;-38.1602
2244;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50089;-38.1150
2245;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50454;-38.1376
2246;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50070;-38.1284
2247;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50092;-38.1013
2248;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50068;-38.1280
2249;CANAL DO PERIMETRO IRRIGADO DISTAR;46;Sim;104620/2023;-50111;-38.1287
